Parameter,PRCC_Active,p_Active,PRCC_Recovered,p_Recovered
beta,-0.3172773779906715,3.7212315314295784e-13,0.48441307300812697,8.818878199929456e-31
beta_f,0.9085409509802008,6.834272241289145e-191,-0.8651946116778556,2.104368914047681e-151
mu_f,-0.9352640537544352,9.02808603724146e-227,0.8902173093555859,3.5297195293964315e-172
I(0),0.10414120084070161,0.019849742523387514,-0.1401958091960034,0.0016747675604625231
