Parameter,PRCC_Active,p_Active,PRCC_Recovered,p_Recovered
beta,-0.2538078157186997,8.632295397593777e-09,0.4576583468291455,2.97573608348476e-27
beta_f,0.9587196236148949,3.913849806180741e-274,-0.9597587565837272,7.807252845381832e-277
mu_f,-0.9602156899308207,4.8147358106644933e-278,0.9556976776074831,1.1668890715300627e-266
I(0),0.032636402631375246,0.4665281350208742,-0.03320420195713345,0.4588059177559568
