Parameter,PRCC_Active,p_Active,PRCC_Recovered,p_Recovered
beta,-0.2718310301961704,6.416001973997297e-10,0.5876699376946181,9.282025584803432e-48
beta_f,0.9153093253761247,7.941926163264726e-199,-0.926612558880375,1.0956784463316945e-213
mu_f,-0.9450606927546524,5.6599363499387967e-244,0.9442973739808158,1.595308421004808e-242
I(0),0.05000749178339678,0.26437882553031383,-0.051152093952418654,0.2535869254765166
