Parameter,PRCC_Active,p_Active,PRCC_Recovered,p_Recovered
beta,0.0898164293634497,0.04470832504919066,0.16448365440134913,0.00022079729910683281
beta_f,-0.8318938240160787,1.8414576760844504e-129,-0.9994764916537804,0.0
mu_f,-0.8519488924582275,4.94868924786144e-142,0.8146751455665319,6.281899648947762e-120
I(0),-0.04207650007999815,0.34777174598142174,0.009928367638688729,0.8247382838875164
