Parameter,PRCC_Active,p_Active,PRCC_Recovered,p_Recovered
beta,-0.20457910025446457,3.989194545721719e-06,0.2755383981661905,3.668143885366458e-10
beta_f,0.8335582143150889,1.934198722848188e-130,-0.8727985940193441,3.024723804554161e-157
mu_f,-0.7478895471128884,1.14998683605938e-90,0.8142696182197878,1.0244927430657796e-119
I(0),0.06060804142451255,0.17602715504795968,-0.08832858676604477,0.048381339982442366
