Parameter,PRCC_Active,p_Active,PRCC_Recovered,p_Recovered
beta,0.4658317154235823,2.682807938983088e-28,0.5888719296416358,5.406359739870586e-48
beta_f,-0.9758122575706193,0.0,-0.9787882222778012,0.0
mu_f,0.944450193522491,8.207052705772986e-243,0.9428566004994975,7.670993259147403e-240
I(0),-0.0053200088887328046,0.9055430525365735,-0.0024326539631968494,0.9567282327804586
