Parameter,PRCC_Active,p_Active,PRCC_Recovered,p_Recovered
beta,0.7854192646998637,8.069999497423969e-106,0.7848955021377481,1.3774165213854179e-105
beta_f,-0.8061337070542679,1.4622857442921593e-115,-0.7443849182453567,2.1806412479464738e-89
mu_f,0.6803470450189609,3.2264468690068807e-69,0.6277083143544486,3.859611360277583e-56
I(0),-0.002233134353922819,0.9602742085860951,0.22876591039117714,2.3248255052521259e-07
