Country,Wave,beta,beta_f,mu_f,I0
Pakistan,1,0.333742337486413,0.00331484827874491,6.79717650660209e-12,225.82870932843
Pakistan,2,1.19409524617813,0.203278143562009,0.247003096552964,317.178845544866
Pakistan,3,1.94749284375578,0.216877123533889,0.232215624135838,3701.96999900349
