Country,Wave,beta_mean,beta_ci_lower,beta_ci_upper,beta_f_mean,beta_f_ci_lower,beta_f_ci_upper,mu_f_mean,mu_f_ci_lower,mu_f_ci_upper,I0_mean,I0_ci_lower,I0_ci_upper
Pakistan,1,0.332817737238154,0.330317008258349,0.33531846621796,0.00323518049785623,0.00299691554160437,0.0034734454541081,0.000128375056992172,-0.000422230162578892,0.000678980276563236,234.236178015759,213.953741740142,254.518614291375
Pakistan,2,1.17428208801314,0.944925649352233,1.40363852667404,0.197185421881413,0.131233825063056,0.263137018699769,0.240626346421031,0.172583170807128,0.308669522034933,332.938501890572,139.64410188768,526.232901893465
Pakistan,3,1.94733921879507,1.93014623381184,1.96453220377829,0.216889756915832,0.203419521766681,0.230359992064984,0.232251988105825,0.217673368276121,0.246830607935528,3701.96999897825,3701.96999416446,3701.97000379204
