Country,Wave,beta_mean,beta_ci_lower,beta_ci_upper,beta_f_mean,beta_f_ci_lower,beta_f_ci_upper,mu_f_mean,mu_f_ci_lower,mu_f_ci_upper,I0_mean,I0_ci_lower,I0_ci_upper
Pakistan,1,0.332723989547977,0.329656522071245,0.335819999935559,0.00320704756076202,0.00291178505123561,0.00353225044981434,0.000203610303230211,4.22905111836206e-06,0.00980294501560791,232.969754251443,210.572085626862,257.749768847111
Pakistan,2,1.17254118825219,0.959339837523107,1.38574253898128,0.196893352663209,0.135601481485686,0.258185223840732,0.240378028979097,0.177166523666978,0.303589534291217,334.510725391418,155.768477030065,513.252973752771
Pakistan,3,1.94608181855326,1.92461497661608,1.96754866049044,0.215958621260245,0.199570984534099,0.232346257986391,0.231233784629831,0.213535776231915,0.248931793027748,3701.9699986303,3701.96999266786,3701.97000459273
