0,0,0,0
0.01,-3.7097,-14.134,-21.785
0.02,-7.6379,-33.014,-55.326
0.03,-11.8,-60.653,-149.53
0.04,-16.212,-117.62,-327.08
0.05,-20.892,-204.86,-606.04
0.06,-25.861,-323.7,-1005.4
0.07,-31.14,-482.7,-1517.1
0.08,-36.754,-690.71,-2106.4
0.09,-42.727,-955.24,-2731.4
0.1,-49.091,-1280.3,-3361.1
