Country,Wave,beta,beta_f,mu_f,I0
Japan,1,0.507385956184493,0.0925912707099942,0.132359753938425,6.97633333638964
Japan,2,0.83225568527493,0.202795425817494,0.272675220503832,210.754390151729
Japan,3,1.66123625563006,0.00284816000631459,1.42657348796706e-14,2034.15868169062
