Country,Wave,beta_mean,beta_ci_lower,beta_ci_upper,beta_f_mean,beta_f_ci_lower,beta_f_ci_upper,mu_f_mean,mu_f_ci_lower,mu_f_ci_upper,I0_mean,I0_ci_lower,I0_ci_upper
Japan,1,0.513385421384465,0.499435301324833,0.527725193215132,0.0982099709784996,0.0822207308181969,0.117308594847263,0.139981381846525,0.115252946997525,0.170015498728057,5.99851503746399,4.22064111358868,8.52528838304547
Japan,2,0.83178873223498,0.823527120858075,0.840133223969817,0.197554457792736,0.174152321500165,0.224101312331601,0.26507797068955,0.23375922000534,0.30059276610901,205.793720948541,161.926396658455,261.545099846664
Japan,3,1.66178260356731,1.65480323796632,1.66879140562521,0.00280081604332926,0.00260080413842028,0.00301620963789119,3.17611242084739e-05,2.20452195123555e-07,0.00457590821638555,2032.55125611089,1961.54589051937,2106.12692197789
