0,0,0,0
0.01,-1.3757,-3.6823,-28.01
0.02,-2.8444,-7.5895,-74.931
0.03,-4.3442,-11.836,-170.93
0.04,-5.8761,-16.437,-395.3
0.05,-7.5163,-21.454,-815.14
0.06,-9.2048,-26.921,-1589.4
0.07,-10.964,-33.006,-2966.9
0.08,-12.825,-39.722,-5256.4
0.09,-14.732,-47.24,-8674.8
0.1,-16.726,-55.759,-13110
